H,0.0760156,0.116053,0.0500788,0.0641232,0.0191461,0.0174518,0.0129339,0.0134039,0.0202254,0.0100575,0.004516,0.0117942,0.00629039,0.010011,0.0052094,0.00380371,0.00336828,0.00465356,0.00487303
3,0.669256,0.2582,0.243394,0.201936,0.0970209,0.0653925,0.0619151,0.0223642,0.0219275,0.0239941,0.0428929,0.0295895,0.00922781,0.0137936,0.0129315,0.0119131,0.00586522,0.00961056,0.0121248
?,0.0740732,0.110641,0.0716434,0.0631003,0.0396638,0.0311161,0.0145302,0.0248824,0.00660565,0.0172405,0.00950258,0.0152702,0.0170842,0.0191389,0.0193264,0.0121275,0.012732,0.00524361,0.00153789
<,0.0994418,0.187621,0.0227586,0.0332068,0.042628,0.0261465,0.0212474,0.0172614,0.0233929,0.013986,0.0103455,0.012398,0.0115247,0.0137873,0.0151303,0.0142112,0.011704,0.0131234,0.00723045
A,0.323538,0.233763,0.103142,0.101457,0.0496802,0.0563499,0.0215225,0.0181941,0.0310633,0.0250117,0.0299413,0.0127379,0.0220627,0.0135627,0.00762742,0.0151929,0.0104069,0.00686309,0.00742557
J,0.564229,0.308411,0.23994,0.127787,0.0559076,0.0601082,0.0389313,0.0265132,0.0258928,0.0321447,0.0481746,0.0123352,0.0168255,0.00932633,0.0037971,0.0124507,0.0078249,0.0152938,0.00669199
5,0.883446,0.374861,0.0762,0.355606,0.293903,0.138519,0.0822316,0.0247471,0.0628371,0.0220854,0.0424742,0.024228,0.0294393,0.0221226,0.0288831,0.0315625,0.0217651,0.0150658,0.0125416
9,0.929604,0.423544,0.339785,0.133091,0.261365,0.150775,0.0361767,0.0895812,0.03514,0.021514,0.0441855,0.0534119,0.0436053,0.0269444,0.00716763,0.0222191,0.00712164,0.0123607,0.010065
8,0.737414,0.337646,0.357279,0.252965,0.119403,0.112588,0.0785084,0.102524,0.0466423,0.0331455,0.0208099,0.0149821,0.0436141,0.0336817,0.0284917,0.0244093,0.0165583,0.00493085,0.00725939
D,0.369373,0.202681,0.157847,0.0742847,0.0581899,0.0335313,0.0371412,0.0124806,0.00822493,0.0174689,0.0096994,0.00865242,0.00875123,0.0114846,0.0074722,0.0164455,0.0099756,0.00719472,0.00862415
1,0.174284,0.16255,0.0899199,0.0223006,0.0222768,0.0168287,0.0172463,0.0128164,0.00818346,0.0121818,0.00694061,0.00692209,0.00368836,0.00622437,0.00271662,0.00188169,0.00423378,0.0023983,0.00209435
A,0.354769,0.173224,0.192581,0.0562627,0.0496184,0.0236348,0.0160795,0.0218364,0.0213275,0.0206632,0.0131903,0.00823227,0.00947778,0.00856943,0.00986124,0.00978111,0.0137071,0.0167141,0.00876402
5,0.940151,0.426214,0.113457,0.41283,0.299368,0.102928,0.0953362,0.0338615,0.0659043,0.0429957,0.0286952,0.0318523,0.0194609,0.0278214,0.0417309,0.0235553,0.0200256,0.0190452,0.00904008
O,0.308984,0.222879,0.0678801,0.0782719,0.0292068,0.0136091,0.0242851,0.0163807,0.0259523,0.00918242,0.0169914,0.0173476,0.0104285,0.0093684,0.015951,0.021786,0.0109668,0.00391352,0.00998082
:,0.910101,0.176781,0.376221,0.339433,0.171821,0.0673488,0.0445493,0.0549643,0.0569919,0.0261468,0.0310382,0.0235035,0.0311543,0.0168699,0.01078,0.029223,0.0129257,0.0143198,0.00765015
6,0.743401,0.337958,0.299002,0.299899,0.406244,0.178153,0.11822,0.0918185,0.0382357,0.0700663,0.0383069,0.0302233,0.0328258,0.0223905,0.0234224,0.0373648,0.0290974,0.0215157,0.00958066
I,0.181854,0.181123,0.0968115,0.0287343,0.0227695,0.0166337,0.0194635,0.027429,0.00819968,0.0179465,0.0162661,0.0096849,0.00456242,0.00848522,0.00713083,0.00734286,0.00587491,0.00448325,0.00379764
S,0.592187,0.0704825,0.131588,0.172087,0.114656,0.069647,0.0299327,0.0573958,0.0298223,0.019846,0.0175216,0.00961242,0.011516,0.0234376,0.00712826,0.00542423,0.00513655,0.0083743,0.0165422
A,0.417607,0.197022,0.134599,0.120217,0.026305,0.0228467,0.0273043,0.0110308,0.0303167,0.0179866,0.0232918,0.00452228,0.00351228,0.00990082,0.00975971,0.00632402,0.00523195,0.0119363,0.0094566
6,0.830178,0.336384,0.292191,0.40965,0.409478,0.171416,0.108105,0.0862542,0.0455248,0.0619102,0.0539593,0.0181762,0.0382847,0.0190652,0.0303425,0.0356175,0.0286868,0.0103928,0.0188573
O,0.475438,0.231007,0.180617,0.10414,0.0338618,0.0199002,0.0376678,0.044275,0.018103,0.0382324,0.0226692,0.0145547,0.0158802,0.0215874,0.0148397,0.00885984,0.00544652,0.0117936,0.0115162
L,0.298043,0.133732,0.0665533,0.100384,0.0500315,0.0223237,0.019278,0.0271594,0.015496,0.0205004,0.00654361,0.01611,0.0172939,0.00777086,0.0076812,0.0069592,0.0108632,0.0076948,0.00849573
J,0.490376,0.185395,0.210372,0.104276,0.0982622,0.041061,0.0111362,0.034144,0.0122246,0.0148827,0.0317512,0.0166381,0.0120001,0.00976054,0.00819781,0.0108472,0.0106209,0.00544579,0.00760458
4,0.70904,0.280851,0.3915,0.307705,0.101518,0.0812442,0.0542638,0.057271,0.0418957,0.0245844,0.0246019,0.0234332,0.0362049,0.0230833,0.0130652,0.0198458,0.0198344,0.00869337,0.0135307
@,0.223297,0.112725,0.0900829,0.0730766,0.0461475,0.0479434,0.0248493,0.022639,0.0121969,0.0102703,0.00948456,0.00825522,0.0128218,0.0178525,0.0171582,0.019446,0.010966,0.0094326,0.0113381
M,0.0398426,0.076992,0.0591336,0.0482235,0.0271582,0.0250383,0.00857366,0.0203378,0.00678306,0.00842848,0.00564082,0.00883731,0.00948502,0.00773065,0.0109553,0.00918075,0.00789725,0.00610932,0.00360972
M,0.0687689,0.103825,0.062026,0.039474,0.0378785,0.0217665,0.0191468,0.0149639,0.0203842,0.0142344,0.0127399,0.0201522,0.0161285,0.0170103,0.00960869,0.00497085,0.00279338,0.00611372,0.00715701
J,0.524657,0.276816,0.182868,0.12215,0.0731258,0.0502604,0.0413745,0.0350325,0.0256055,0.0323997,0.03406,0.0197699,0.0124542,0.0178513,0.00981541,0.00992814,0.0164004,0.00442095,0.00910898
9,0.533149,0.134479,0.28898,0.203279,0.146512,0.0507291,0.0695698,0.0196319,0.0673577,0.047744,0.0177962,0.0140164,0.0111275,0.0248287,0.0136654,0.0148738,0.019943,0.0100596,0.0234649
5,0.782192,0.381643,0.332325,0.255699,0.393344,0.20416,0.123002,0.0771088,0.0433154,0.0661093,0.0297736,0.041017,0.0283342,0.0276528,0.0204701,0.022545,0.0302393,0.0201554,0.018045
R,0.363652,0.174958,0.164351,0.0947359,0.0960838,0.0402724,0.0487976,0.0320978,0.0281975,0.0266227,0.020149,0.0211328,0.0181545,0.0137246,0.00584145,0.0118623,0.0164262,0.0050893,0.00932006
4,0.707325,0.389621,0.42895,0.323145,0.0625275,0.0851079,0.0583839,0.0612819,0.0493635,0.0134783,0.0357321,0.0246406,0.048089,0.0173156,0.0282979,0.0167069,0.0158662,0.0255015,0.0144628
7,0.75479,0.172241,0.29183,0.323854,0.0972569,0.0635139,0.0623448,0.0367303,0.0432933,0.0344272,0.0336103,0.0208778,0.0446136,0.0267897,0.0122555,0.016289,0.0190214,0.00898674,0.0219188
T,0.38243,0.128822,0.0823061,0.0933646,0.0750838,0.0460152,0.0367923,0.0227939,0.0143181,0.0295573,0.0153723,0.0288567,0.0217772,0.00547752,0.00866162,0.00832867,0.00758407,0.0090944,0.00871712
>,0.401553,0.149831,0.171412,0.0815355,0.0926951,0.0456055,0.0458359,0.016254,0.0166921,0.0207785,0.0268496,0.0129158,0.0267913,0.0140724,0.0114955,0.0124978,0.01118,0.0113044,0.00680286
K,0.498496,0.282523,0.238524,0.103921,0.0334596,0.0627079,0.0568295,0.0399207,0.0439319,0.0126281,0.0153616,0.00962352,0.00757594,0.0141147,0.0187832,0.016024,0.00579873,0.00245758,0.00672088
P,0.710622,0.300677,0.294608,0.163508,0.0428902,0.0572265,0.0291985,0.0141525,0.0186617,0.0199913,0.0408578,0.021179,0.00492275,0.0143664,0.0153163,0.00648147,0.0085012,0.0107611,0.016349
F,0.477395,0.352124,0.177891,0.142993,0.0233254,0.0516213,0.0539996,0.0281368,0.01929,0.0187158,0.0124564,0.0122188,0.014325,0.0183152,0.0105475,0.00915139,0.0133283,0.00887719,0.0074984
=,0.693404,0.396754,0.227392,0.121134,0.109068,0.0594871,0.0386537,0.0229453,0.0345674,0.0306414,0.00852548,0.01016,0.0126197,0.0132603,0.00839804,0.00452216,0.00928445,0.00357664,0.0048918
B,0.290153,0.211072,0.0585165,0.066753,0.0163953,0.0202913,0.00519989,0.0215184,0.00866727,0.0252947,0.0163635,0.0156622,0.0111384,0.0209692,0.0104915,0.00453612,0.0111118,0.011217,0.00350004
L,0.328177,0.15634,0.0866875,0.0973333,0.0576038,0.0361178,0.0208839,0.0184093,0.024806,0.0102623,0.0275914,0.00159818,0.00961884,0.00815442,0.0130859,0.00968667,0.00671887,0.00616572,0.00362679
>,0.363551,0.162941,0.103734,0.10192,0.0319777,0.0382939,0.0484391,0.0244402,0.0165389,0.0140875,0.00738983,0.0142018,0.0134133,0.0121636,0.0181745,0.0201023,0.00667667,0.0131369,0.0104225
O,0.278591,0.194143,0.0765948,0.103038,0.036832,0.0230153,0.0150311,0.021025,0.0122438,0.00904056,0.016346,0.0157968,0.0108597,0.00855389,0.0124978,0.0104356,0.0144128,0.0127044,0.00454717
B,0.327583,0.176926,0.122579,0.0829323,0.00814225,0.0295028,0.00880727,0.0111332,0.017095,0.0261761,0.0346362,0.0197789,0.0154995,0.0151055,0.0194197,0.00858084,0.00269993,0.0149756,0.0103712
>,0.341337,0.180571,0.103199,0.0934116,0.0343598,0.0183848,0.0460247,0.0246997,0.0172286,0.0299407,0.0129538,0.0201154,0.00968404,0.0123198,0.019119,0.0162262,0.0124805,0.00664982,0.00193007
T,0.389125,0.162123,0.133306,0.100691,0.0735395,0.0334694,0.0315801,0.0112727,0.0206147,0.0215712,0.011133,0.0340351,0.00292855,0.00939326,0.00684685,0.00877548,0.0116718,0.0127922,0.0107582
I,0.170728,0.153802,0.090028,0.0127432,0.0259319,0.0223197,0.0150051,0.0164843,0.0061078,0.0119101,0.00803493,0.0100541,0.00587437,0.00684334,0.00431766,0.00119599,0.00547409,0.00333981,0.00183307
N,0.063564,0.110104,0.0391442,0.0481718,0.0318528,0.023756,0.0209663,0.0187752,0.0114055,0.00675778,0.0065047,0.0100973,0.00766167,0.00697091,0.0122124,0.00891614,0.0117807,0.00889462,0.00605949
G,0.0777605,0.139918,0.0383044,0.037974,0.0162023,0.0270111,0.008022,0.0235795,0.00980655,0.0135287,0.00787475,0.0052523,0.00572514,0.00423663,0.00693781,0.00379696,0.00318422,0.00542864,0.00282229
@,0.228009,0.0989547,0.0820569,0.062099,0.0437839,0.0216167,0.0366711,0.0170947,0.0215125,0.0164818,0.00996375,0.0209607,0.0178984,0.022402,0.00951847,0.011258,0.00809737,0.0115628,0.0107816
9,0.607119,0.158576,0.295754,0.198917,0.114172,0.0945341,0.0865773,0.0446003,0.0670037,0.0559371,0.0114411,0.0109819,0.0150966,0.0123228,0.0199458,0.0207628,0.0244952,0.0148693,0.0174786
?,0.0902735,0.0980702,0.0482763,0.0498776,0.0366921,0.0274519,0.0287264,0.0108737,0.00839158,0.0161922,0.0232577,0.0236356,0.0208077,0.0173454,0.00584499,0.00236593,0.00404649,0.0030144,0.00278618
D,0.259911,0.166257,0.154796,0.0777752,0.0575386,0.0463532,0.0432304,0.0343798,0.0231332,0.014184,0.0135494,0.0116388,0.00969039,0.00358465,0.00610934,0.00724787,0.00585998,0.00607947,0.00159675
@,0.264175,0.131088,0.0528426,0.0722186,0.0293838,0.0369181,0.0217275,0.0166894,0.0133967,0.0182958,0.0163221,0.0200453,0.0299047,0.0239108,0.0115039,0.00691136,0.00837001,0.0122091,0.00535131
6,0.780502,0.310915,0.297244,0.293628,0.4024,0.201037,0.113926,0.0695607,0.0503612,0.0666701,0.0302512,0.0330408,0.0162829,0.0284816,0.0189385,0.0326955,0.0252505,0.0225194,0.0103581
;,0.145751,0.0667106,0.0675862,0.0592989,0.0232409,0.0329527,0.0105345,0.0167474,0.0165031,0.0257578,0.0122017,0.0138594,0.0292567,0.0228951,0.0189448,0.00746386,0.006894,0.00366581,0.00221181
@,0.233408,0.098287,0.0850105,0.0723287,0.0452344,0.0386049,0.0387405,0.0256571,0.00987219,0.0348378,0.0192729,0.0170573,0.0255167,0.0198836,0.00737126,0.00679616,0.00638331,0.00340532,0.00381372
:,0.793808,0.212073,0.307142,0.299975,0.265556,0.0790472,0.0537899,0.0583667,0.0338993,0.0441872,0.0342351,0.0427961,0.040719,0.0245809,0.0137966,0.0255922,0.0026424,0.0179397,0.00980929
8,0.619377,0.223146,0.385972,0.227245,0.118068,0.151254,0.0609644,0.0972609,0.065506,0.0325291,0.00902964,0.0169548,0.0233753,0.0266353,0.0490096,0.0136373,0.0153692,0.00907483,0.0116526
P,0.661855,0.266207,0.23361,0.157146,0.0581419,0.0559528,0.0336893,0.0306413,0.0318405,0.0369709,0.0214286,0.0226729,0.0256421,0.0150065,0.0216195,0.022639,0.0139838,0.0102446,0.00512066
9,0.627627,0.212687,0.309418,0.23032,0.0623086,0.0862359,0.0639214,0.0435516,0.0646903,0.0276905,0.0123577,0.0219623,0.0296065,0.017608,0.0228982,0.0215345,0.00864488,0.016228,0.0119502
6,0.712654,0.393777,0.314174,0.193359,0.412773,0.200158,0.144527,0.0602364,0.0781134,0.0582749,0.0382538,0.0364209,0.0240662,0.033355,0.0327925,0.0151535,0.0259757,0.0257635,0.0176133
I,0.164819,0.182303,0.0676889,0.0451447,0.0193077,0.0237137,0.0232259,0.0227018,0.00799561,0.0100178,0.0135418,0.00703639,0.00979193,0.00635604,0.00759867,0.00378349,0.00827478,0.0037703,0.0039667
B,0.313581,0.216214,0.0743356,0.0742028,0.042698,0.0381937,0.034029,0.0359968,0.0261212,0.0304207,0.020305,0.0116092,0.0104863,0.0136232,0.00731712,0.0083999,0.0105798,0.00259877,0.00627809
P,0.653764,0.32818,0.239438,0.236997,0.0577522,0.0659281,0.0420636,0.0172736,0.0388974,0.0306526,0.0316746,0.032809,0.0161766,0.0153147,0.0135083,0.0167909,0.0172159,0.00676561,0.0104298
C,0.406697,0.215168,0.160104,0.102374,0.0605871,0.0419658,0.034471,0.0151251,0.0177227,0.0276303,0.0181341,0.0131787,0.0148617,0.00963833,0.0121331,0.00963579,0.0116471,0.0131254,0.00985145
=,0.867909,0.359449,0.238319,0.15166,0.0857241,0.0687565,0.0371515,0.0342511,0.0188285,0.0288388,0.00687369,0.00849514,0.0150376,0.00818827,0.0118327,0.0177419,0.012719,0.0101153,0.00360971
F,0.487849,0.402786,0.259267,0.11505,0.0620438,0.0799197,0.0578367,0.0209124,0.0263599,0.0227722,0.0240077,0.0202448,0.0233158,0.0213677,0.0189946,0.00907453,0.0170135,0.0151081,0.0140813
>,0.314814,0.150103,0.0904543,0.101931,0.0401997,0.0369057,0.0365473,0.0303334,0.0231146,0.0217309,0.0139027,0.00519428,0.00868707,0.0122339,0.0128483,0.0128551,0.0154456,0.0129727,0.0100389
3,0.577566,0.319785,0.261314,0.13093,0.0529294,0.050027,0.0375574,0.0152983,0.0258263,0.026642,0.0346168,0.0133181,0.00749137,0.0109745,0.0140706,0.00847827,0.00800956,0.0132176,0.00383921
;,0.142605,0.0557943,0.0584844,0.0623425,0.0428369,0.021084,0.0277603,0.00889938,0.0180766,0.0124452,0.022719,0.0079677,0.0189304,0.0178133,0.0232756,0.0128413,0.0119221,0.0062861,0.003604
2,0.332709,0.145842,0.0794873,0.0920344,0.0517125,0.0203875,0.0282616,0.0187044,0.0204164,0.00799999,0.0124467,0.011748,0.00992274,0.00546447,0.00857801,0.0122944,0.0086931,0.00661967,0.00495442
>,0.307402,0.146813,0.0798451,0.103353,0.0447314,0.0243772,0.0309087,0.0297977,0.0173287,0.014097,0.00740609,0.0109239,0.00785337,0.00182861,0.0103388,0.0108827,0.0139044,0.00961039,0.00959297
C,0.288239,0.138375,0.134927,0.0874889,0.0605228,0.0506851,0.0177097,0.0221617,0.0175043,0.00726763,0.0179724,0.00738108,0.0109749,0.0080322,0.0101676,0.00210258,0.00498309,0.0100715,0.0082567
K,0.480559,0.297579,0.197756,0.163394,0.0579538,0.0258498,0.0433185,0.0415427,0.0262523,0.014913,0.0184876,0.0140902,0.0080052,0.00693874,0.00310841,0.00968325,0.0117279,0.00742221,0.00337379
G,0.034827,0.0884112,0.0236314,0.0464767,0.00888115,0.0247916,0.0176327,0.0225661,0.00952527,0.00823243,0.00762028,0.0084526,0.00723614,0.0118249,0.00572868,0.00352183,0.00420052,0.00304082,0.00288747
<,0.0762825,0.189491,0.0199862,0.0556995,0.0385665,0.0250514,0.0279895,0.00950604,0.01776,0.011654,0.0143956,0.0104598,0.0101616,0.00802209,0.0102273,0.0121579,0.011844,0.00872848,0.00846884
5,0.925865,0.469814,0.138137,0.350364,0.311306,0.109662,0.0686574,0.00873428,0.0506459,0.0280893,0.0398587,0.0260556,0.0251351,0.0229003,0.0341212,0.0256404,0.0188431,0.0253756,0.00705351
1,0.185141,0.153058,0.0916426,0.0156454,0.023933,0.0271412,0.0159376,0.015713,0.00477508,0.0119073,0.00211751,0.00912654,0.00551743,0.00809901,0.00435776,0.00474396,0.00274065,0.00335597,0.00303902
;,0.153719,0.067302,0.0569917,0.0505272,0.0152212,0.0342983,0.0105812,0.0149111,0.0118855,0.0224272,0.017652,0.0125214,0.00499063,0.0113832,0.00958002,0.016892,0.00749767,0.00697968,0.00441794
4,0.684832,0.217414,0.318871,0.23229,0.11954,0.0660007,0.0371253,0.0373436,0.0737615,0.0147992,0.0181307,0.0182943,0.0171485,0.0230788,0.0119354,0.0142389,0.00894478,0.00954299,0.0110231
D,0.306439,0.183988,0.184357,0.0806523,0.0616308,0.0267217,0.0409717,0.0196593,0.0180745,0.026216,0.00983828,0.0111428,0.00746212,0.00576411,0.0107628,0.0129823,0.0112764,0.00794351,0.00800284
4,0.765012,0.288912,0.406298,0.336009,0.1247,0.084009,0.0409761,0.0480258,0.0315606,0.0278414,0.0303923,0.0183264,0.0339631,0.0241266,0.0140473,0.0184295,0.0147215,0.0123308,0.0103669
R,0.362305,0.133942,0.18429,0.0817706,0.0841463,0.0641531,0.0307226,0.0145947,0.0297863,0.0192094,0.0278058,0.0237866,0.0194806,0.00875546,0.00495837,0.00917872,0.00991322,0.00788487,0.00873953
9,0.61555,0.179615,0.203101,0.183698,0.136419,0.026077,0.0495825,0.0324475,0.048659,0.0398826,0.0299146,0.00684427,0.0218832,0.0174657,0.0184589,0.0120417,0.00930271,0.0113825,0.00478576
M,0.050613,0.119973,0.0402528,0.0419347,0.0304504,0.0290897,0.00896736,0.0184667,0.0223397,0.0160365,0.0240711,0.0160358,0.0241097,0.00590482,0.00831972,0.00552031,0.00834941,0.00531971,0.00592859
G,0.127725,0.0556984,0.0418956,0.046165,0.0182882,0.0327293,0.0126489,0.0165988,0.0124959,0.013808,0.0160888,0.0103078,0.0146439,0.0085771,0.0076287,0.00647966,0.00399949,0.00344555,0.00556021
M,0.0766995,0.0782001,0.052201,0.0642508,0.0265421,0.029632,0.00900656,0.023208,0.00729947,0.0105968,0.00761223,0.014475,0.0134693,0.015831,0.0100802,0.0073962,0.00625165,0.00327356,0.00230455
8,0.72982,0.275175,0.319777,0.232263,0.0457189,0.0519361,0.0747761,0.0764584,0.0232611,0.0402743,0.0136144,0.0364977,0.0350261,0.0154569,0.00651961,0.0272113,0.0262233,0.0114303,0.012966
N,0.121179,0.108461,0.0474433,0.0755612,0.0476216,0.0261312,0.0211729,0.0185736,0.00455683,0.00785026,0.00842454,0.0058539,0.0113168,0.00683777,0.00550164,0.00764937,0.00699329,0.00550111,0.00757585
M,0.060514,0.0660441,0.0270393,0.0431243,0.0182447,0.026337,0.00840004,0.00589134,0.0148874,0.0179682,0.0206853,0.0186678,0.0150576,0.00478772,0.00541539,0.00334013,0.00498537,0.00431832,0.00279439
4,0.681276,0.411638,0.405783,0.295228,0.0510817,0.0787149,0.0678941,0.0517693,0.0349648,0.0122895,0.0376798,0.0289517,0.0350493,0.0196188,0.0278527,0.0184308,0.013154,0.014969,0.0142301
7,0.819696,0.258455,0.344013,0.351989,0.0492621,0.0872699,0.0246145,0.0622745,0.0342725,0.0188505,0.0440873,0.0437523,0.0468065,0.00616661,0.0149156,0.0225658,0.0163319,0.0136316,0.00909217
T,0.377591,0.128727,0.0842419,0.0478318,0.0600135,0.0389728,0.0399777,0.0147177,0.00843614,0.00699596,0.0140825,0.013696,0.0270751,0.0248382,0.00913462,0.0104041,0.00486056,0.00532502,0.00296394
I,0.163478,0.136082,0.0572592,0.0334075,0.0284976,0.0163685,0.0134177,0.0209284,0.0103679,0.00905012,0.0102882,0.0079243,0.00459875,0.00371274,0.00263406,0.00311762,0.00418938,0.00209736,0.00174996
P,0.719791,0.200271,0.223215,0.182672,0.089752,0.03037,0.0540711,0.0185635,0.0344384,0.0184924,0.0332264,0.0164608,0.0359825,0.014708,0.0231372,0.0243713,0.0115102,0.010978,0.00563707
3,0.621733,0.383924,0.279296,0.155895,0.0682231,0.0500433,0.036707,0.0220586,0.0316338,0.0357162,0.0253331,0.0118482,0.0124798,0.0288682,0.00633585,0.0101579,0.00592821,0.0146197,0.0140846
B,0.317738,0.200205,0.0767928,0.0486914,0.0434886,0.00787632,0.0234146,0.0215814,0.0386507,0.0313959,0.0212548,0.0129599,0.0125839,0.018124,0.007206,0.00455037,0.00907108,0.003954,0.00353906
L,0.370104,0.125029,0.0881274,0.113033,0.0324553,0.0387,0.0162779,0.0342202,0.0185315,0.0296628,0.0194632,0.0100088,0.0270752,0.0245107,0.0185151,0.00733283,0.00716009,0.00920629,0.0128822
2,0.363083,0.148664,0.0604837,0.118968,0.0242761,0.0312734,0.023324,0.00485706,0.0126069,0.00949787,0.0270771,0.0149004,0.00304512,0.00642713,0.0105775,0.0121701,0.00316831,0.00312222,0.0104534
J,0.622563,0.252123,0.247914,0.0953738,0.0807804,0.0650728,0.036982,0.0271925,0.0334335,0.0383329,0.0252846,0.0103454,0.0131846,0.0103625,0.00513812,0.013163,0.00706628,0.00948139,0.00633938
N,0.076613,0.0604,0.0751687,0.0722675,0.0306845,0.0353916,0.0241733,0.0410457,0.025217,0.019941,0.0166248,0.0135518,0.0113084,0.00892793,0.00950943,0.00713365,0.00457533,0.00572557,0.00582653
1,0.199201,0.119559,0.0892246,0.0342845,0.0341212,0.0248507,0.0171797,0.0154203,0.00832328,0.0147861,0.00941798,0.00846073,0.00842207,0.00634695,0.00565263,0.00530197,0.00293685,0.00555852,0.0021428
Q,0.872956,0.221076,0.192212,0.38426,0.190828,0.0764191,0.120654,0.0361411,0.0356307,0.0407704,0.0336207,0.0276128,0.0350706,0.025842,0.0241339,0.015694,0.0215303,0.0305116,0.0183042
5,0.944405,0.421837,0.147622,0.39397,0.314063,0.0648418,0.0915899,0.0545162,0.0610827,0.0354533,0.0343842,0.0331479,0.0144559,0.0273508,0.0364535,0.0200547,0.0168786,0.0178614,0.00611541
O,0.339262,0.211564,0.101371,0.118654,0.0487184,0.0169841,0.0123828,0.0287776,0.0153362,0.0145681,0.0241183,0.0220909,0.0147585,0.013249,0.0119027,0.0164579,0.0138107,0.00314729,0.00685467
E,0.409591,0.0550154,0.209472,0.0920131,0.133521,0.065964,0.0303755,0.0217284,0.0163363,0.0162452,0.0256757,0.0175156,0.00787449,0.00766814,0.0110307,0.0111516,0.0107458,0.00795278,0.00479115
:,0.844382,0.214816,0.40532,0.377052,0.166042,0.113651,0.0487583,0.0619602,0.0270284,0.0559415,0.0233302,0.0636409,0.0254941,0.0139643,0.0196382,0.00875157,0.0295897,0.0132987,0.0186854
3,0.695401,0.267645,0.300101,0.173882,0.0658007,0.0732643,0.0378008,0.0237348,0.025039,0.0254422,0.0488649,0.0203431,0.00927762,0.0201319,0.00747236,0.01138,0.00731217,0.0114697,0.0116295
K,0.455324,0.299897,0.190873,0.123587,0.0447429,0.0228297,0.0422421,0.0507405,0.026294,0.0176367,0.0133922,0.00937705,0.00916556,0.0108302,0.0135945,0.014959,0.00808218,0.0040196,0.00699915
6,0.777616,0.399252,0.312028,0.274413,0.419569,0.19338,0.108042,0.0638749,0.0355101,0.0746071,0.0308599,0.0580544,0.0304645,0.0221224,0.022916,0.0218645,0.0363601,0.0212802,0.0163709
